name,reads_clade,recalculated_percent
Lactobacillus crispatus,142737,85.40426372127253
Homo sapiens,22605,13.525318462762742
Alphapapillomavirus 14,1536,0.919039555797548
Lactobacillus helveticus,37,0.02213832263314406
Lactobacillus amylovorus,34,0.020343323500726974
Lactobacillus gasseri,34,0.020343323500726974
Lactiplantibacillus plantarum,34,0.020343323500726974
Lactobacillus ultunensis,12,0.007179996529668344
Prevotella bivia,11,0.006581663485529315
Lactobacillus sp. ESL0680,8,0.004786664353112229
Lactobacillus sp. ESL0785,7,0.004188331308973201
Agathobacter rectalis,6,0.003589998264834172
Bacteroides finegoldii,6,0.003589998264834172
Gardnerella vaginalis,5,0.0029916652206951433
Bacteroides fragilis,4,0.0023933321765561145
Lactobacillus acetotolerans,4,0.0023933321765561145
Bacillus subtilis,3,0.001794999132417086
Segatella copri,3,0.001794999132417086
Ureaplasma parvum,3,0.001794999132417086
Buchnera aphidicola,3,0.001794999132417086
Sulfurivermis fontis,3,0.001794999132417086
Staphylococcus epidermidis,2,0.0011966660882780573
Prevotella melaninogenica,2,0.0011966660882780573
Geminocystis sp. NIES-3708,2,0.0011966660882780573
Collinsella aerofaciens,2,0.0011966660882780573
Lactobacillus johnsonii,2,0.0011966660882780573
Finegoldia magna,2,0.0011966660882780573
Flavonifractor plautii,2,0.0011966660882780573
Cupriavidus cauae,2,0.0011966660882780573
Eisenbergiella porci,2,0.0011966660882780573
Hahella sp. KA22,1,0.0005983330441390286
Algibacter sp. L3A6,1,0.0005983330441390286
Bacteroides xylanisolvens,1,0.0005983330441390286
Delftia tsuruhatensis,1,0.0005983330441390286
Bacteroides stercoris,1,0.0005983330441390286
Pseudomonas wenzhouensis,1,0.0005983330441390286
Limosilactobacillus reuteri,1,0.0005983330441390286
Prevotella corporis,1,0.0005983330441390286
Paenibacillus sp. sptzw28,1,0.0005983330441390286
Amycolatopsis sp. TNS106,1,0.0005983330441390286
Mycolicibacterium smegmatis,1,0.0005983330441390286
Lactococcus paracarnosus,1,0.0005983330441390286
Enterococcus raffinosus,1,0.0005983330441390286
Parvimonas micra,1,0.0005983330441390286
Coprococcus sp. ART55/1,1,0.0005983330441390286
[Ruminococcus] torques,1,0.0005983330441390286
Brevibacillus brevis,1,0.0005983330441390286
Mycolicibacterium fortuitum,1,0.0005983330441390286
