name,reads_clade,recalculated_percent
Gardnerella vaginalis,52861,52.04186110618859
Homo sapiens,39334,38.72447673617264
Gardnerella piotii,3703,3.645617973103353
Prevotella bivia,3157,3.108078839072991
Streptococcus anginosus,616,0.6064544076239983
Lactobacillus iners,332,0.32685529761553156
Gardnerella leopoldii,270,0.2658160552897395
Gardnerella swidsinskii,146,0.14373757063815543
Corynebacterium pyruviciproducens,89,0.08762084785476598
Hoylesella buccalis,73,0.07186878531907771
Finegoldia magna,63,0.06202374623427254
Peptoniphilus genitalis,62,0.06103924232579203
Veillonella atypica,57,0.05611672278338946
Ureaplasma parvum,45,0.04430267588162325
Rothia aeria,39,0.03839565243074015
Prevotella corporis,34,0.033473132888337566
Cutibacterium acnes,32,0.03150412507137654
Prevotella intermedia,30,0.0295351172544155
Haemophilus parainfluenzae,28,0.027566109437454467
Prevotella jejuni,26,0.02559710162049343
Lautropia mirabilis,24,0.0236280938035324
Actinotignum timonense,23,0.022643589895051882
Actinomyces urogenitalis,20,0.019690078169610336
Hoylesella enoeca,15,0.01476755862720775
Prevotella melaninogenica,13,0.012798550810246716
Lactobacillus crispatus,13,0.012798550810246716
Neisseria subflava,13,0.012798550810246716
Corynebacterium marquesiae,11,0.010829542993285684
Bacteroides xylanisolvens,10,0.009845039084805168
Streptococcus sanguinis,9,0.00886053517632465
Corynebacterium durum,9,0.00886053517632465
Fannyhessea vaginae,9,0.00886053517632465
Neisseria elongata,9,0.00886053517632465
Vescimonas fastidiosa,9,0.00886053517632465
Rothia dentocariosa,9,0.00886053517632465
Paraprevotella clara,8,0.007876031267844134
Brevundimonas nasdae,8,0.007876031267844134
Rothia mucilaginosa,8,0.007876031267844134
Escherichia coli,8,0.007876031267844134
Cupriavidus cauae,7,0.006891527359363617
Tannerella serpentiformis,7,0.006891527359363617
Actinomyces oris,7,0.006891527359363617
Lawsonella clevelandensis,6,0.0059070234508831
Enterococcus faecalis,6,0.0059070234508831
Prevotella multiformis,6,0.0059070234508831
Morococcus cerebrosus,6,0.0059070234508831
Solilutibacter oculi,6,0.0059070234508831
Arachnia propionica,5,0.004922519542402584
Anaerococcus nagyae,5,0.004922519542402584
Candidatus Methylopumilus rimovensis,5,0.004922519542402584
Staphylococcus hominis,5,0.004922519542402584
Porphyromonas gingivalis,5,0.004922519542402584
Neisseria sicca,5,0.004922519542402584
Corynebacterium glucuronolyticum,4,0.003938015633922067
Pyxidicoccus parkwaysis,4,0.003938015633922067
Alistipes shahii,4,0.003938015633922067
Capnocytophaga granulosa,4,0.003938015633922067
Streptococcus cristatus,4,0.003938015633922067
