name,reads_clade,recalculated_percent
Lactobacillus johnsonii,1453,12.858407079646017
Lactobacillus gasseri,1450,12.831858407079647
Lactiplantibacillus pentosus,1267,11.212389380530974
Enterococcus faecium,1114,9.858407079646017
Lactobacillus crispatus,901,7.9734513274336285
Streptococcus iniae,776,6.867256637168142
Lacticaseibacillus paracasei,542,4.79646017699115
Levilactobacillus brevis,410,3.6283185840707963
Amylolactobacillus amylophilus,343,3.0353982300884956
Limosilactobacillus reuteri,331,2.9292035398230087
Lactobacillus delbrueckii,304,2.6902654867256635
Furfurilactobacillus rossiae,286,2.5309734513274336
Lactobacillus kefiranofaciens,266,2.353982300884956
Finegoldia magna,181,1.6017699115044248
Homo sapiens,181,1.6017699115044248
Prevotella bivia,180,1.592920353982301
Winkia neuii,155,1.3716814159292035
Bacillus paralicheniformis,140,1.238938053097345
Lactobacillus amylolyticus,130,1.1504424778761062
Lactococcus garvieae,89,0.7876106194690264
Lactobacillus acidophilus,54,0.4778761061946903
Fannyhessea vaginae,49,0.4336283185840708
Bifidobacterium longum,42,0.37168141592920356
Saccharomonospora marina,40,0.35398230088495575
Weissella cibaria,32,0.2831858407079646
Ureaplasma diversum,28,0.24778761061946902
Lentilactobacillus buchneri,26,0.2300884955752212
Megasphaera elsdenii,24,0.21238938053097348
Acetilactobacillus jinshanensis,21,0.18584070796460178
Lactobacillus sp. 3B(2020),20,0.17699115044247787
Sneathia vaginalis,20,0.17699115044247787
Staphylococcus aureus,19,0.16814159292035397
Granulicatella elegans,17,0.1504424778761062
Hoylesella buccalis,17,0.1504424778761062
Aerococcus christensenii,16,0.1415929203539823
Sneathia sanguinegens,16,0.1415929203539823
Bifidobacterium dentium,16,0.1415929203539823
Pelolinea submarina,16,0.1415929203539823
Mycoplasmopsis equigenitalium,14,0.12389380530973451
Corynebacterium glaucum,13,0.1150442477876106
Anaerococcus prevotii,13,0.1150442477876106
Companilactobacillus ginsenosidimutans,13,0.1150442477876106
Sulfurimonas aquatica,11,0.09734513274336283
Aedoeadaptatus ivorii,10,0.08849557522123894
uncultured Anaeromusa sp.,9,0.07964601769911504
Pediococcus damnosus,9,0.07964601769911504
Ligilactobacillus salivarius,8,0.07079646017699115
Staphylococcus haemolyticus,8,0.07079646017699115
Anaerolinea thermophila,8,0.07079646017699115
Bifidobacterium adolescentis,8,0.07079646017699115
Mycoplasmopsis bovis,7,0.061946902654867256
Corynebacterium pyruviciproducens,7,0.061946902654867256
Kroppenstedtia pulmonis,7,0.061946902654867256
Sinorhizobium meliloti,7,0.061946902654867256
Enterococcus cecorum,7,0.061946902654867256
Paenibacillus dendritiformis,6,0.05309734513274337
Periweissella cryptocerci,6,0.05309734513274337
[Clostridium] colinum,6,0.05309734513274337
Limosilactobacillus pontis,6,0.05309734513274337
Peptoniphilus genitalis,6,0.05309734513274337
Clostridioides difficile,5,0.04424778761061947
Limosilactobacillus fermentum,5,0.04424778761061947
Peptostreptococcus equinus,4,0.035398230088495575
Companilactobacillus allii,4,0.035398230088495575
Bacillus thuringiensis,4,0.035398230088495575
Xanthomonas euvesicatoria,4,0.035398230088495575
Eubacterium ramulus,4,0.035398230088495575
Aneurinibacillus soli,4,0.035398230088495575
Anaerococcus mediterraneensis,3,0.026548672566371685
Streptococcus acidominimus,3,0.026548672566371685
Gleimia europaea,3,0.026548672566371685
Mycoplasma capricolum,3,0.026548672566371685
Listeria innocua,3,0.026548672566371685
Aequoribacter fuscus,3,0.026548672566371685
Peptoniphilus lacrimalis,3,0.026548672566371685
Clostridium sp. JN-1,3,0.026548672566371685
Clostridium tetani,3,0.026548672566371685
Campylobacter ureolyticus,2,0.017699115044247787
Heyndrickxia coagulans,2,0.017699115044247787
Fusobacterium gonidiaformans,2,0.017699115044247787
Frankia casuarinae,2,0.017699115044247787
Niabella ginsenosidivorans,2,0.017699115044247787
Lentzea sp. NBC_00516,2,0.017699115044247787
Amycolatopsis sp. cg13,2,0.017699115044247787
Aurantimonas sp. HBX-1,2,0.017699115044247787
Melioribacter roseus,2,0.017699115044247787
Streptococcus pyogenes,2,0.017699115044247787
Anoxybacillus gonensis,2,0.017699115044247787
Varibaculum prostatecancerukia,2,0.017699115044247787
Anaerococcus sp. Marseille-Q7828,2,0.017699115044247787
Proteus mirabilis,2,0.017699115044247787
Moritella marina,2,0.017699115044247787
Bifidobacterium asteroides,2,0.017699115044247787
Desulfobacca acetoxidans,2,0.017699115044247787
Parasphingorhabdus halotolerans,1,0.008849557522123894
Chlamydia suis,1,0.008849557522123894
Salmonella enterica,1,0.008849557522123894
Roseinatronobacter sp. S2,1,0.008849557522123894
