name,reads_clade,recalculated_percent
Lactobacillus johnsonii,1439,11.824157764995892
Lactobacillus gasseri,1198,9.843878389482335
Lactiplantibacillus pentosus,996,8.18405916187346
Winkia neuii,977,8.027937551355793
Enterococcus faecium,878,7.214461791290057
Lactobacillus crispatus,787,6.466721446179129
Prevotella bivia,768,6.3105998356614625
Streptococcus iniae,627,5.15201314708299
Amylolactobacillus amylophilus,486,3.993426458504519
Lacticaseibacillus paracasei,416,3.4182415776499586
Finegoldia magna,396,3.253903040262942
Levilactobacillus brevis,358,2.941659819227609
Limosilactobacillus reuteri,328,2.695152013147083
Furfurilactobacillus rossiae,315,2.5883319638455218
Lactobacillus amylolyticus,230,1.8898931799506986
Lactobacillus kefiranofaciens,224,1.8405916187345932
Lactobacillus delbrueckii,206,1.6926869350862777
Homo sapiens,159,1.3064913722267872
Bacillus paralicheniformis,146,1.199671322925226
Lactococcus garvieae,78,0.6409202958093673
Bifidobacterium longum,60,0.4930156121610517
Fannyhessea vaginae,58,0.47658175842235007
Bifidobacterium dentium,49,0.40262941659819224
Corynebacterium glaucum,43,0.3533278553820871
Companilactobacillus ginsenosidimutans,43,0.3533278553820871
Saccharomonospora marina,42,0.3451109285127362
Weissella cibaria,38,0.31224322103533275
Lactobacillus acidophilus,37,0.3040262941659819
Sneathia sanguinegens,35,0.2875924404272802
Megasphaera elsdenii,34,0.27937551355792933
Anaerococcus prevotii,31,0.25472473294987674
Sneathia vaginalis,31,0.25472473294987674
Corynebacterium pyruviciproducens,30,0.24650780608052586
Hoylesella buccalis,27,0.2218570254724733
Lentilactobacillus buchneri,26,0.2136400986031224
Peptoniphilus genitalis,25,0.2054231717337716
Aerococcus christensenii,23,0.18898931799506982
Pediococcus damnosus,21,0.1725554642563681
Kroppenstedtia pulmonis,20,0.16433853738701726
Lactobacillus sp. 3B(2020),20,0.16433853738701726
Granulicatella elegans,17,0.13968775677896467
Limosilactobacillus pontis,14,0.11503697617091208
Iamia sp. SCSIO 61187,13,0.1068200493015612
Staphylococcus aureus,13,0.1068200493015612
Pelolinea submarina,13,0.1068200493015612
