name,reads_clade,recalculated_percent
Lactobacillus gasseri,646,17.810862972153295
Winkia neuii,323,8.905431486076647
Lactobacillus johnsonii,302,8.3264405845051
Enterococcus faecium,264,7.278742762613731
Lactiplantibacillus pentosus,250,6.892748828232699
Finegoldia magna,249,6.865177832919768
Prevotella bivia,218,6.010476978218914
Lactobacillus crispatus,213,5.87262200165426
Streptococcus iniae,175,4.824924179762889
Lacticaseibacillus paracasei,97,2.674386545354287
Lactobacillus acidophilus,90,2.481389578163772
Limosilactobacillus reuteri,85,2.3435346015991176
Amylolactobacillus amylophilus,73,2.012682657843948
Lactobacillus kefiranofaciens,57,1.5715467328370554
Levilactobacillus brevis,54,1.488833746898263
Furfurilactobacillus rossiae,45,1.240694789081886
Lactobacillus amylolyticus,42,1.1579818031430935
Lactobacillus delbrueckii,42,1.1579818031430935
Anaerococcus prevotii,42,1.1579818031430935
Homo sapiens,39,1.0752688172043012
Bacillus paralicheniformis,29,0.7995588640749932
Aedoeadaptatus ivorii,18,0.49627791563275436
Lactococcus garvieae,17,0.46870692031982353
Saccharomonospora marina,16,0.44113592500689275
Paenibacillus dendritiformis,16,0.44113592500689275
Mycoplasmopsis bovis,13,0.35842293906810035
Mycoplasmopsis equigenitalium,12,0.3308519437551696
Peptoniphilus genitalis,10,0.27570995312930796
Bifidobacterium longum,9,0.24813895781637718
Corynebacterium pyruviciproducens,8,0.22056796250344637
Bifidobacterium dentium,8,0.22056796250344637
Weissella cibaria,7,0.19299696719051557
Hoylesella buccalis,6,0.1654259718775848
Proteus mirabilis,6,0.1654259718775848
Deinococcus ficus,6,0.1654259718775848
Bacillus thuringiensis,5,0.13785497656465398
Tichowtungia aerotolerans,5,0.13785497656465398
Xanthomonas euvesicatoria,5,0.13785497656465398
Corynebacterium glaucum,5,0.13785497656465398
Peptoniphilus lacrimalis,4,0.11028398125172319
Fannyhessea vaginae,4,0.11028398125172319
Acetilactobacillus jinshanensis,4,0.11028398125172319
Campylobacter ureolyticus,4,0.11028398125172319
Sulfurimonas aquatica,4,0.11028398125172319
Lactobacillus sp. 3B(2020),4,0.11028398125172319
Sneathia vaginalis,4,0.11028398125172319
Ureaplasma diversum,4,0.11028398125172319
Megasphaera elsdenii,3,0.0827129859387924
Aerococcus christensenii,3,0.0827129859387924
Enterococcus cecorum,3,0.0827129859387924
Lentilactobacillus buchneri,3,0.0827129859387924
Anaerolinea thermophila,3,0.0827129859387924
Porphyromonas asaccharolytica,2,0.055141990625861594
Solobacterium moorei,2,0.055141990625861594
Bifidobacterium subtile,2,0.055141990625861594
Bifidobacterium animalis,2,0.055141990625861594
Amycolatopsis sp. cg13,2,0.055141990625861594
Paludicola sp. MB14-C6,2,0.055141990625861594
Kroppenstedtia pulmonis,2,0.055141990625861594
Jonquetella anthropi,2,0.055141990625861594
Fastidiosipila sanguinis,2,0.055141990625861594
Faecalibacterium prausnitzii,2,0.055141990625861594
Streptococcus pyogenes,2,0.055141990625861594
Eggerthella lenta,2,0.055141990625861594
Granulicatella elegans,2,0.055141990625861594
Murdochiella vaginalis,2,0.055141990625861594
Desulfobacca acetoxidans,2,0.055141990625861594
Anaerococcus sp. Marseille-Q7828,2,0.055141990625861594
Salmonella enterica,1,0.027570995312930797
Pelolinea submarina,1,0.027570995312930797
Pseudodesulfovibrio sp. zrk46,1,0.027570995312930797
Borrelia sp. A-FGy1,1,0.027570995312930797
Chryseobacterium sp. ZHDP1,1,0.027570995312930797
Tenacibaculum maritimum,1,0.027570995312930797
Morganella morganii,1,0.027570995312930797
Aeromonas sp. 19NY04SH05-1,1,0.027570995312930797
Pseudomonas marincola,1,0.027570995312930797
Melioribacter roseus,1,0.027570995312930797
Candidatus Purcelliella pentastirinorum,1,0.027570995312930797
Superficieibacter sp. HKU1,1,0.027570995312930797
Acinetobacter pittii,1,0.027570995312930797
Periweissella cryptocerci,1,0.027570995312930797
Candidatus Nanopelagicus hibericus,1,0.027570995312930797
Megamonas funiformis,1,0.027570995312930797
Latilactobacillus sakei,1,0.027570995312930797
Enterococcus faecalis,1,0.027570995312930797
Pediococcus parvulus,1,0.027570995312930797
Bacillus amyloliquefaciens,1,0.027570995312930797
Bacillus cereus,1,0.027570995312930797
Salicibibacter cibi,1,0.027570995312930797
Lysinibacillus timonensis,1,0.027570995312930797
Aneurinibacillus soli,1,0.027570995312930797
Staphylococcus haemolyticus,1,0.027570995312930797
Schnuerera ultunensis,1,0.027570995312930797
Megasphaera massiliensis,1,0.027570995312930797
uncultured Anaeromusa sp.,1,0.027570995312930797
Microbacterium sp. R86528,1,0.027570995312930797
[Clostridium] colinum,1,0.027570995312930797
Halothermothrix orenii,1,0.027570995312930797
Tepidanaerobacter acetatoxydans,1,0.027570995312930797
Candidatus Contubernalis alkalaceticus,1,0.027570995312930797
Candidatus Mycoplasma mahonii,1,0.027570995312930797
Companilactobacillus ginsenosidimutans,1,0.027570995312930797
Bifidobacterium adolescentis,1,0.027570995312930797
Limosilactobacillus pontis,1,0.027570995312930797
Arcanobacterium canis,1,0.027570995312930797
Mycobacterium canetti,1,0.027570995312930797
Lentzea sp. NBC_00516,1,0.027570995312930797
Mycoplasma capricolum,1,0.027570995312930797
