name,reads_clade,recalculated_percent
Gardnerella swidsinskii,165775,79.10471264148423
Homo sapiens,33267,15.874386822164114
Gardnerella leopoldii,4537,2.164971082819568
Gardnerella vaginalis,4046,1.9306751159550304
Gardnerella piotii,414,0.19755301483079155
Limosilactobacillus mucosae,224,0.10688858773453455
Finegoldia magna,122,0.05821610581970186
Lactobacillus iners,120,0.057261743429214945
Hoylesella buccalis,98,0.04676375713385887
Winkia neuii,69,0.032925502471798596
Mageeibacillus indolicus,64,0.030539596495581304
Prevotella corporis,54,0.025767784543146724
Peptoniphilus genitalis,52,0.024813422152659807
Amygdalobacter indicium,47,0.02242751617644252
Burkholderia multivorans,46,0.02195033498119906
Staphylococcus epidermidis,44,0.020995972590712144
Blautia obeum,43,0.020518791395468687
Coprococcus eutactus,33,0.01574697944303411
Amygdalobacter nucleatus,27,0.012883892271573362
Streptococcus sp. 'group B',25,0.011929529881086445
Fenollaria massiliensis,24,0.01145234868584299
Aerococcus christensenii,24,0.01145234868584299
Stenotrophomonas maltophilia,23,0.01097516749059953
Sneathia sanguinegens,21,0.010020805100112615
Pseudomonas sp. CIP-10,18,0.00858926151438224
Fusobacterium nucleatum,17,0.008112080319138784
Cronobacter malonaticus,16,0.007634899123895326
Helcococcus kunzii,15,0.007157717928651868
Actinomyces oris,14,0.0066805367334084095
Enterobacter sp. T2,14,0.0066805367334084095
Corynebacterium glucuronolyticum,13,0.006203355538164952
Prevotella intermedia,12,0.005726174342921495
Sneathia vaginalis,12,0.005726174342921495
Streptococcus anginosus,11,0.005248993147678036
Spartinivicinus ruber,11,0.005248993147678036
Prevotella bivia,11,0.005248993147678036
Prevotella jejuni,10,0.004771811952434578
Campylobacter ureolyticus,10,0.004771811952434578
Lactobacillus crispatus,9,0.00429463075719112
Enterococcus cecorum,8,0.003817449561947663
Peptoniphilus lacrimalis,7,0.0033402683667042047
Advenella mimigardefordensis,7,0.0033402683667042047
Mobiluncus massiliensis,7,0.0033402683667042047
