name,reads_clade,recalculated_percent
Prevotella bivia,4150,29.401346085724406
Finegoldia magna,2464,17.45660644704215
Peptoniphilus genitalis,1069,7.573503365214311
Bacillus thuringiensis,725,5.136379737867517
Clostridium intestinale,568,4.024087849805172
Haemophilus influenzae,424,3.003896563939072
Hoylesella buccalis,279,1.9766206163655684
Nosocomiicoccus massiliensis,255,1.8065887353878853
Anaerococcus mediterraneensis,227,1.608218207580588
Aedoeadaptatus ivorii,227,1.608218207580588
Limosilactobacillus reuteri,213,1.5090329436769394
Lactobacillus gasseri,212,1.501948281969536
Campylobacter ureolyticus,198,1.4027630180658874
Lactobacillus johnsonii,161,1.140630534891959
Anaerococcus prevotii,156,1.1052072263549417
Prevotella corporis,128,0.9068366985476443
Lactiplantibacillus pentosus,122,0.8643287283032236
Staphylococcus aureus,119,0.8430747431810132
Staphylococcus haemolyticus,117,0.8289054197662061
Corynebacterium glaucum,117,0.8289054197662061
Gleimia europaea,115,0.8147360963513992
Lactobacillus crispatus,110,0.7793127878143818
Porphyromonas somerae,105,0.7438894792773645
Moritella marina,87,0.6163655685441021
Amylolactobacillus amylophilus,79,0.5596882748848743
Segatella oris,63,0.4463336875664187
Winkia neuii,57,0.4038257173219979
Bacillus anthracis,56,0.3967410556145944
Apilactobacillus apisilvae,56,0.3967410556145944
Helicobacter canis,56,0.3967410556145944
Peptoniphilus lacrimalis,56,0.3967410556145944
Streptococcus pyogenes,49,0.3471484236627701
Corynebacterium pseudotuberculosis,45,0.3188097768331562
Domibacillus sp. DTU_2020_1001157_1_SI_ALB_TIR_016,44,0.31172511512575274
Dialister pneumosintes,40,0.28338646829613884
Geobacillus thermoleovorans,36,0.255047821466525
Candidatus Izemoplasma sp. B36,36,0.255047821466525
Furfurilactobacillus rossiae,33,0.23379383634431458
Corynebacterium yudongzhengii,31,0.21962451292950763
Peptostreptococcus equinus,30,0.21253985122210414
Desulfobacca acetoxidans,28,0.1983705278072972
Bacillus cereus,26,0.18420120439249027
Lacticaseibacillus pantheris,26,0.18420120439249027
Sulfurimonas aquatica,26,0.18420120439249027
Porphyromonas asaccharolytica,26,0.18420120439249027
Dermabacter jinjuensis,25,0.17711654268508678
Nosocomiicoccus ampullae,23,0.16294721927027986
Staphylococcus argenteus,22,0.15586255756287637
Anaerococcus sp. Marseille-Q7828,21,0.1487778958554729
Aerococcus christensenii,20,0.14169323414806942
Lactobacillus kefiranofaciens,20,0.14169323414806942
Bifidobacterium asteroides,20,0.14169323414806942
Bulleidia sp. zg-1006,19,0.13460857244066596
Emticicia oligotrophica,18,0.1275239107332625
Fannyhessea vaginae,17,0.12043924902585901
Bacillus paralicheniformis,17,0.12043924902585901
Prevotella sp. oral taxon 475,17,0.12043924902585901
Corynebacterium matruchotii,16,0.11335458731845553
Varibaculum prostatecancerukia,15,0.10626992561105207
Kiritimatiella glycovorans,15,0.10626992561105207
Tichowtungia aerotolerans,14,0.0991852639036486
Lysinibacillus timonensis,13,0.09210060219624513
Candidatus Pelagibacter sp. RS40,13,0.09210060219624513
Tsuneonella sp. CC-YZS046,13,0.09210060219624513
Fastidiosipila sanguinis,12,0.08501594048884166
Megasphaera elsdenii,12,0.08501594048884166
Lactococcus garvieae,12,0.08501594048884166
Rhodococcus opacus,12,0.08501594048884166
Schaalia turicensis,12,0.08501594048884166
Sinorhizobium meliloti,12,0.08501594048884166
Staphylococcus delphini,12,0.08501594048884166
Sneathia vaginalis,12,0.08501594048884166
Bifidobacterium longum,12,0.08501594048884166
Streptomyces sp. NBC_01320,11,0.07793127878143818
Lactobacillus amylolyticus,11,0.07793127878143818
Weissella cibaria,10,0.07084661707403471
Bacillus sp. SI2,10,0.07084661707403471
Lactobacillus sp. 3B(2020),9,0.06376195536663125
Staphylococcus epidermidis,9,0.06376195536663125
Companilactobacillus allii,8,0.056677293659227766
Arthrobacter sp. Helios,8,0.056677293659227766
Staphylococcus hominis,8,0.056677293659227766
Bacillus velezensis,8,0.056677293659227766
Enterococcus cecorum,7,0.0495926319518243
Bacillus sp. RZ2MS9,7,0.0495926319518243
Lacticaseibacillus pabuli,6,0.04250797024442083
Hoylesella enoeca,6,0.04250797024442083
Arcanobacterium canis,6,0.04250797024442083
Streptococcus iniae,6,0.04250797024442083
Actinotignum urinale,6,0.04250797024442083
Spirochaeta thermophila,6,0.04250797024442083
Mycoplasmopsis edwardii,6,0.04250797024442083
Tetragenococcus osmophilus,6,0.04250797024442083
Saccharobesus litoralis,6,0.04250797024442083
Proteus mirabilis,6,0.04250797024442083
Lactiplantibacillus paraplantarum,5,0.035423308537017355
Corynebacterium heidelbergense,5,0.035423308537017355
Rhodopseudomonas boonkerdii,5,0.035423308537017355
Staphylococcus simulans,5,0.035423308537017355
Paenibacillus dendritiformis,5,0.035423308537017355
Lacticaseibacillus rhamnosus,5,0.035423308537017355
Pasteurella multocida,5,0.035423308537017355
Enterococcus faecium,5,0.035423308537017355
Brevibacterium pigmentatum,4,0.028338646829613883
Lactobacillus delbrueckii,4,0.028338646829613883
Bifidobacterium sp. ESL0682,4,0.028338646829613883
Evansella cellulosilytica,4,0.028338646829613883
Ruminococcus bovis,4,0.028338646829613883
Lentilactobacillus buchneri,4,0.028338646829613883
Staphylococcus lugdunensis,4,0.028338646829613883
Haemophilus parainfluenzae,4,0.028338646829613883
Parvimonas micra,4,0.028338646829613883
Pediococcus pentosaceus,4,0.028338646829613883
Periweissella cryptocerci,4,0.028338646829613883
Alkaliphilus metalliredigens,4,0.028338646829613883
Prevotella dentalis,4,0.028338646829613883
Lacticaseibacillus paracasei,4,0.028338646829613883
Saccharomonospora marina,3,0.021253985122210415
Spiroplasma platyhelix,3,0.021253985122210415
Prevotella herbatica,3,0.021253985122210415
Fusobacterium nucleatum,3,0.021253985122210415
Niabella ginsenosidivorans,3,0.021253985122210415
Salmonella enterica,3,0.021253985122210415
Sneathia sanguinegens,3,0.021253985122210415
Nocardia seriolae,3,0.021253985122210415
Schaalia sp. JY-X169,3,0.021253985122210415
Corynebacterium falsenii,3,0.021253985122210415
Mycobacterium canetti,3,0.021253985122210415
Schaalia radingae,2,0.014169323414806942
Claveliimonas bilis,2,0.014169323414806942
Paenibacillus sp. YPG26,2,0.014169323414806942
Pelolinea submarina,2,0.014169323414806942
Emergencia timonensis,2,0.014169323414806942
Staphylococcus pasteuri,2,0.014169323414806942
Granulicatella elegans,2,0.014169323414806942
[Clostridium] colinum,2,0.014169323414806942
Bacillus sp. CRB-7,2,0.014169323414806942
Segatella hominis,2,0.014169323414806942
Bibersteinia trehalosi,2,0.014169323414806942
Priestia megaterium,2,0.014169323414806942
Mariprofundus ferrinatatus,2,0.014169323414806942
Komagataeibacter saccharivorans,2,0.014169323414806942
Heyndrickxia coagulans,2,0.014169323414806942
Radiobacillus kanasensis,2,0.014169323414806942
Ureibacillus thermosphaericus,2,0.014169323414806942
Aggregatibacter actinomycetemcomitans,2,0.014169323414806942
Mycoplasmopsis bovis,2,0.014169323414806942
Mycobacterium kansasii,2,0.014169323414806942
Klebsiella pneumoniae,2,0.014169323414806942
Flaviflexus ciconiae,2,0.014169323414806942
Zophobihabitans entericus,2,0.014169323414806942
Acinetobacter sp. 10FS3-1,2,0.014169323414806942
Jonquetella anthropi,2,0.014169323414806942
Bifidobacterium animalis,2,0.014169323414806942
Amycolatopsis sp. cg5,2,0.014169323414806942
Amycolatopsis sp. cg9,2,0.014169323414806942
Microbacterium protaetiae,2,0.014169323414806942
Lactobacillus acidophilus,2,0.014169323414806942
Cutibacterium avidum,2,0.014169323414806942
Pseudomonas sp. M30-35,2,0.014169323414806942
Geodermatophilus obscurus,2,0.014169323414806942
Geobacillus thermodenitrificans,2,0.014169323414806942
Salicibibacter cibi,2,0.014169323414806942
Sulfurivermis fontis,1,0.007084661707403471
Aequoribacter fuscus,1,0.007084661707403471
Comamonas testosteroni,1,0.007084661707403471
Variovorax sp. WDL1,1,0.007084661707403471
Halomonas sulfidivorans,1,0.007084661707403471
Vibrio diabolicus,1,0.007084661707403471
Enterococcus faecalis,1,0.007084661707403471
Bacillus sp. KH172YL63,1,0.007084661707403471
Candidatus Reidiella endopervernicosa,1,0.007084661707403471
Ruoffia tabacinasalis,1,0.007084661707403471
Maridesulfovibrio hydrothermalis,1,0.007084661707403471
Geoalkalibacter subterraneus,1,0.007084661707403471
Aerococcus loyolae,1,0.007084661707403471
Treponema saccharophilum,1,0.007084661707403471
Leptospira sp. GIMC2001,1,0.007084661707403471
Elusimicrobium minutum,1,0.007084661707403471
Levilactobacillus brevis,1,0.007084661707403471
