name,reads_clade,recalculated_percent
Corynebacterium glaucum,682,25.457260171705858
Lactobacillus gasseri,205,7.65210899589399
Aerococcus christensenii,199,7.428144830160507
Limosilactobacillus reuteri,166,6.196341918626353
Lactiplantibacillus pentosus,144,5.375139977603583
Lactobacillus crispatus,125,4.665920119447555
Segatella copri,124,4.628592758491975
Moritella marina,114,4.25531914893617
Lactobacillus johnsonii,96,3.5834266517357225
Apilactobacillus apisilvae,67,2.5009331840238893
Amylolactobacillus amylophilus,60,2.2396416573348263
Dialister pneumosintes,59,2.2023142963792464
Lactobacillus kefiranofaciens,35,1.3064576334453153
Lacticaseibacillus pantheris,31,1.1571481896229938
Bacillus paralicheniformis,30,1.1198208286674132
Winkia neuii,26,0.9705113848450915
Desulfobacca acetoxidans,22,0.8212019410227697
Megasphaera massiliensis,20,0.7465472191116088
Furfurilactobacillus rossiae,20,0.7465472191116088
Fannyhessea vaginae,19,0.7092198581560284
Megasphaera elsdenii,19,0.7092198581560284
Sulfurimonas aquatica,16,0.597237775289287
Ligilactobacillus ruminis,15,0.5599104143337066
Lactococcus garvieae,15,0.5599104143337066
Dermabacter jinjuensis,14,0.5225830533781262
Tsuneonella sp. CC-YZS046,14,0.5225830533781262
Bifidobacterium longum,13,0.48525569242254574
Bifidobacterium dentium,13,0.48525569242254574
Bifidobacterium sp. ESL0682,13,0.48525569242254574
Faecalibacterium prausnitzii,13,0.48525569242254574
Fastidiosipila sanguinis,12,0.4479283314669653
Aggregatibacter actinomycetemcomitans,12,0.4479283314669653
Homo sapiens,12,0.4479283314669653
Segatella hominis,10,0.3732736095558044
Haemophilus influenzae,10,0.3732736095558044
Lacticaseibacillus paracasei,8,0.2986188876446435
Lactiplantibacillus paraplantarum,7,0.2612915266890631
Prevotella bivia,7,0.2612915266890631
Pediococcus pentosaceus,7,0.2612915266890631
Geodermatophilus obscurus,6,0.22396416573348266
Bifidobacterium animalis,6,0.22396416573348266
Scrofimicrobium sp. R131,6,0.22396416573348266
Succinivibrio dextrinosolvens,6,0.22396416573348266
Phocaeicola vulgatus,6,0.22396416573348266
Emticicia oligotrophica,6,0.22396416573348266
Lactobacillus amylolyticus,6,0.22396416573348266
Arthrobacter sp. Helios,6,0.22396416573348266
Actinotignum urinale,5,0.1866368047779022
Pasteurella multocida,5,0.1866368047779022
Clostridium perfringens,5,0.1866368047779022
Lacticaseibacillus rhamnosus,5,0.1866368047779022
Yimella sp. cx-51,4,0.14930944382232175
Ruthenibacterium sp. TH_2024_36131,4,0.14930944382232175
Weissella cibaria,4,0.14930944382232175
Streptococcus pyogenes,4,0.14930944382232175
Kiritimatiella glycovorans,4,0.14930944382232175
Finegoldia magna,3,0.11198208286674133
Aerococcus loyolae,3,0.11198208286674133
Treponema saccharophilum,3,0.11198208286674133
Bacillus velezensis,3,0.11198208286674133
Microbacterium limosum,3,0.11198208286674133
[Mycoplasma] gypis,3,0.11198208286674133
Rhodococcus opacus,3,0.11198208286674133
Amycolatopsis sp. cg9,2,0.07465472191116088
Rubrobacter xylanophilus,2,0.07465472191116088
Mycoplasmopsis bovis,2,0.07465472191116088
Thermobaculum terrenum,2,0.07465472191116088
Actinobacillus succinogenes,2,0.07465472191116088
Otariodibacter oris,2,0.07465472191116088
Saccharobesus litoralis,2,0.07465472191116088
Pseudoalteromonas sp. A41-2,2,0.07465472191116088
Escherichia coli,2,0.07465472191116088
Salmonella enterica,2,0.07465472191116088
Shigella flexneri,2,0.07465472191116088
Mannheimia bovis,2,0.07465472191116088
Klebsiella pneumoniae,2,0.07465472191116088
Segatella oris,2,0.07465472191116088
Helicobacter himalayensis,2,0.07465472191116088
Salicibibacter cibi,2,0.07465472191116088
Sneathia vaginalis,2,0.07465472191116088
Megamonas funiformis,2,0.07465472191116088
Eubacterium ventriosum,2,0.07465472191116088
Chordicoccus furentiruminis,2,0.07465472191116088
[Clostridium] colinum,2,0.07465472191116088
Rothia aeria,2,0.07465472191116088
Schaalia sp. JY-X169,2,0.07465472191116088
Gulosibacter molinativorax,2,0.07465472191116088
Brevibacterium pigmentatum,2,0.07465472191116088
Corynebacterium pseudotuberculosis,2,0.07465472191116088
Corynebacterium qintianiae,2,0.07465472191116088
Parabacteroides merdae,2,0.07465472191116088
Lactobacillus delbrueckii,1,0.03732736095558044
Prevotella herbatica,1,0.03732736095558044
Pectobacterium parmentieri,1,0.03732736095558044
Xanthomonas euvesicatoria,1,0.03732736095558044
Proteus mirabilis,1,0.03732736095558044
Dissulfurispira thermophila,1,0.03732736095558044
Roseomonas sp. CCTCC AB2023176,1,0.03732736095558044
Coprothermobacter proteolyticus,1,0.03732736095558044
Fusobacterium nucleatum,1,0.03732736095558044
Candidatus Pelagibacter sp. RS40,1,0.03732736095558044
Tepidimonas taiwanensis,1,0.03732736095558044
Prevotella sp. E15-22,1,0.03732736095558044
Radiobacillus deserti,1,0.03732736095558044
Candidatus Mikella endobia,1,0.03732736095558044
Rhodococcus antarcticus,1,0.03732736095558044
Bacillus thuringiensis,1,0.03732736095558044
Bacillus anthracis,1,0.03732736095558044
Megasphaera stantonii,1,0.03732736095558044
Bacillus cereus,1,0.03732736095558044
Streptococcus iniae,1,0.03732736095558044
Bifidobacterium asteroides,1,0.03732736095558044
Gryllotalpicola protaetiae,1,0.03732736095558044
Agromyces sp. LHK192,1,0.03732736095558044
Levilactobacillus brevis,1,0.03732736095558044
Bombilactobacillus bombi,1,0.03732736095558044
Periweissella cryptocerci,1,0.03732736095558044
Rhodococcus sp. USK10,1,0.03732736095558044
Mergibacter septicus,1,0.03732736095558044
Segniliparus rotundus,1,0.03732736095558044
Weissella confusa,1,0.03732736095558044
Flaviflexus ciconiae,1,0.03732736095558044
Saccharomonospora marina,1,0.03732736095558044
Lentzea sp. NBC_00516,1,0.03732736095558044
Nocardioides scoriae,1,0.03732736095558044
Streptomyces noursei,1,0.03732736095558044
Streptomyces sp. NBC_01320,1,0.03732736095558044
Natronoglycomyces albus,1,0.03732736095558044
Staphylococcus aureus,1,0.03732736095558044
Bibersteinia trehalosi,1,0.03732736095558044
Candidatus Planktophila lacus,1,0.03732736095558044
